,0,1,2
805,12,37,110.67971810589327
806,12,38,126.19429464123962
807,12,39,148.49242404917499
808,12,40,197.9898987322333
809,12,41,175.0
810,12,42,156.52475842498527
811,12,43,144.30869689661813
812,12,44,140.0
813,12,45,144.30869689661813
814,12,46,156.52475842498527
815,12,47,175.0
816,12,48,224.1093483101497
817,12,49,204.08331631958552
818,12,50,188.48076824970764
819,12,51,178.46568297574746
820,12,52,175.0
821,12,53,178.46568297574746
822,12,54,188.48076824970764
823,12,55,204.08331631958552
824,12,56,252.38858928247924
825,12,57,234.7871376374779
826,12,58,221.35943621178654
827,12,59,212.8966885604377
828,12,60,210.0
829,12,61,212.8966885604377
830,12,62,221.35943621178654
831,12,63,234.7871376374779
832,13,0,178.46568297574746
833,13,1,144.30869689661813
834,13,2,110.67971810589327
835,13,3,78.26237921249263
836,13,4,49.49747468305833
837,13,5,35.0
838,13,6,49.49747468305833
839,13,7,78.26237921249263
840,13,8,175.0
841,13,9,140.0
842,13,10,105.0
843,13,11,70.0
844,13,12,35.0
845,13,13,0.0
846,13,14,35.0
847,13,15,70.0
848,13,16,178.46568297574746
849,13,17,144.30869689661813
850,13,18,110.67971810589327
851,13,19,78.26237921249263
852,13,20,49.49747468305833
853,13,21,35.0
854,13,22,49.49747468305833
855,13,23,78.26237921249263
856,13,24,188.48076824970764
857,13,25,156.52475842498527
858,13,26,126.19429464123962
859,13,27,98.99494936611666
860,13,28,78.26237921249263
861,13,29,70.0
862,13,30,78.26237921249263
863,13,31,98.99494936611666
864,13,32,204.08331631958552
865,13,33,175.0
866,13,34,148.49242404917499
867,13,35,126.19429464123962
868,13,36,110.67971810589327
869,13,37,105.0
870,13,38,110.67971810589327
871,13,39,126.19429464123962
872,13,40,224.1093483101497
873,13,41,197.9898987322333
874,13,42,175.0
875,13,43,156.52475842498527
876,13,44,144.30869689661813
877,13,45,140.0
878,13,46,144.30869689661813
879,13,47,156.52475842498527
880,13,48,247.48737341529164
881,13,49,224.1093483101497
882,13,50,204.08331631958552
883,13,51,188.48076824970764
884,13,52,178.46568297574746
885,13,53,175.0
886,13,54,178.46568297574746
887,13,55,188.48076824970764
888,13,56,273.3587386567329
889,13,57,252.38858928247924
890,13,58,234.7871376374779
891,13,59,221.35943621178654
892,13,60,212.8966885604377
893,13,61,210.0
894,13,62,212.8966885604377
895,13,63,221.35943621178654
896,14,0,212.8966885604377
897,14,1,178.46568297574746
898,14,2,144.30869689661813
899,14,3,110.67971810589327
900,14,4,78.26237921249263
901,14,5,49.49747468305833
902,14,6,35.0
903,14,7,49.49747468305833
904,14,8,210.0
905,14,9,175.0
906,14,10,140.0
907,14,11,105.0
908,14,12,70.0
909,14,13,35.0
910,14,14,0.0
911,14,15,35.0
912,14,16,212.8966885604377
913,14,17,178.46568297574746
914,14,18,144.30869689661813
915,14,19,110.67971810589327
916,14,20,78.26237921249263
917,14,21,49.49747468305833
918,14,22,35.0
919,14,23,49.49747468305833
920,14,24,221.35943621178654
921,14,25,188.48076824970764
922,14,26,156.52475842498527
923,14,27,126.19429464123962
924,14,28,98.99494936611666
925,14,29,78.26237921249263
926,14,30,70.0
927,14,31,78.26237921249263
928,14,32,234.7871376374779
929,14,33,204.08331631958552
930,14,34,175.0
931,14,35,148.49242404917499
932,14,36,126.19429464123962
933,14,37,110.67971810589327
934,14,38,105.0
935,14,39,110.67971810589327
936,14,40,252.38858928247924
937,14,41,224.1093483101497
938,14,42,197.9898987322333
