2.400233967940329158e-02,6.929188555645408865e-02,5.397594355671800348e-02,2.132908499302046956e-02,3.929275049360216737e-02,4.687722419296769250e-02,4.558852556193550287e-02,2.641511181005710973e-02,4.120078643724629786e-02,2.869983460813475828e-02,4.351712962245275068e-02,1.087022109896712552e-02,2.424500798685381292e-02,5.985841854746998258e-02,2.922688899090358089e-02,2.491624226116959800e-02,4.692039415407014274e-02,1.863245479890793255e-03,2.224331217480987610e-04,5.757303179270253229e-03,5.417803396556675199e-03,4.905261409624100261e-02,2.876091876738385081e-02,2.945127194217327452e-02,7.039980308540053078e-02,3324.43
2.549521100598509463e-02,6.782530341953159347e-02,5.405814830037825036e-02,2.425793454030680113e-02,4.030354099649845895e-02,4.917073696680961808e-02,4.586371891029154130e-02,2.611326376668643076e-02,4.355799969651796139e-02,3.251079358326978974e-02,4.261502132100526002e-02,8.537429643718594946e-03,2.911441077664212590e-02,6.096292550419303569e-02,3.222657046226831690e-02,2.530186777916390919e-02,4.536889093048672439e-02,8.593712021138307129e-05,1.141234886287532165e-03,7.325791208640262953e-03,9.553863846979405994e-03,4.889524909418299647e-02,2.787410098547688994e-02,2.996330986962797080e-02,7.212483585756490623e-02,3350.01
2.807392044640966838e-02,7.297019031266546718e-02,5.511080181312099507e-02,2.255730421564539068e-02,4.358899649563242884e-02,4.200477468958319777e-02,4.246674548266397148e-02,2.703444058825595422e-02,4.596819310282273391e-02,2.840081650995783871e-02,3.827055862642611550e-02,2.677665455720913343e-03,2.330350879833631428e-02,5.955156728628933221e-02,3.089993996440311072e-02,2.937829934182304217e-02,3.897750901795854483e-02,3.040859699083012756e-03,1.225703092728026725e-03,8.011896025293832255e-03,1.564071550891625584e-02,4.379551616110832768e-02,2.445768009799641207e-02,2.825356707248095553e-02,7.609542523200177322e-02,3355.39
2.734384339278112322e-02,7.204971814444960376e-02,5.741011969275514049e-02,2.337111970159632540e-02,4.533561815941757056e-02,4.098010168239113460e-02,4.468897018365223378e-02,2.159569324228808457e-02,4.134541455822232647e-02,2.873396629934233532e-02,3.714591194443050276e-02,4.782934345118860543e-03,2.588252754433991581e-02,5.328044149084931735e-02,2.588504986468518829e-02,2.881887951863684044e-02,3.703163754014759251e-02,5.667239838459755749e-03,7.778054550099543132e-04,7.346391940370272829e-03,1.448801103830323761e-02,4.053395854100382001e-02,2.068955150000328924e-02,3.335238180390252827e-02,7.751519967241753128e-02,3356.43
2.637574001030112622e-02,7.357387213240085266e-02,5.235362734522093497e-02,2.482486496447253513e-02,4.603924335582001981e-02,5.002447426746627762e-02,4.014882253053204952e-02,1.773510558892949646e-02,3.906410730708446272e-02,2.950138689073801210e-02,3.033984219476026228e-02,8.148143945028768834e-03,2.547430888599534413e-02,5.793098851901350849e-02,2.225683335942605853e-02,2.554934886673322289e-02,2.890849473627384730e-02,1.338942607321849318e-02,8.758009108795455910e-03,1.987661385676143047e-02,1.361817435478816264e-02,4.087254110385580425e-02,8.560451108150318733e-03,2.808545869563933498e-02,7.779543619344031491e-02,3547.89
2.629829497004327124e-02,7.370360585077967430e-02,5.237888423791469544e-02,2.480552450440521098e-02,4.574248282314252734e-02,5.067954846904974137e-02,4.041753704563430527e-02,1.778223297629406494e-02,3.889341305366925128e-02,2.924661004192477889e-02,3.087405489295500655e-02,7.784426538349730786e-03,2.544253566268858679e-02,5.778173963544213504e-02,2.211038108685897674e-02,2.613514241612764286e-02,2.934687868633517605e-02,1.288153229912992852e-02,8.714501353864078162e-03,2.038708145995837828e-02,1.314769270239100549e-02,4.053652934820900500e-02,8.514541798032300435e-03,2.810777152273909868e-02,7.782498353725371409e-02,3556.79
3.000199198209454327e-02,8.959125947859820915e-02,5.331385160422293101e-02,2.580513239715033838e-02,4.931878125018179793e-02,5.528282643708426480e-02,3.046381979813702484e-02,1.351542637055390059e-02,3.210229258325892482e-02,1.280262484532735529e-02,2.972256553202928114e-02,1.411480791628139456e-02,1.578354866237614493e-02,5.867608890310670872e-02,2.453442795391853892e-02,1.848815167035067902e-02,1.799387866062868158e-02,5.365965952090961076e-03,9.731547612844899942e-03,1.557478918135150360e-02,4.859711246523162193e-04,3.532703665485837502e-02,4.927902358660155024e-03,2.005350035211468651e-02,8.383340018643055391e-02,3656.89
3.000199198209454327e-02,8.959125947859820915e-02,5.331385160422293101e-02,2.580513239715033838e-02,4.931878125018179793e-02,5.528282643708426480e-02,3.046381979813702484e-02,1.351542637055390059e-02,3.210229258325892482e-02,1.280262484532735529e-02,2.972256553202928114e-02,1.411480791628139456e-02,1.578354866237614493e-02,5.867608890310670872e-02,2.453442795391853892e-02,1.848815167035067902e-02,1.799387866062868158e-02,5.365965952090961076e-03,9.731547612844899942e-03,1.557478918135150360e-02,4.859711246523162193e-04,3.532703665485837502e-02,4.927902358660155024e-03,2.005350035211468651e-02,8.383340018643055391e-02,3656.89
3.000199198209454327e-02,8.959125947859820915e-02,5.331385160422293101e-02,2.580513239715033838e-02,4.931878125018179793e-02,5.528282643708426480e-02,3.046381979813702484e-02,1.351542637055390059e-02,3.210229258325892482e-02,1.280262484532735529e-02,2.972256553202928114e-02,1.411480791628139456e-02,1.578354866237614493e-02,5.867608890310670872e-02,2.453442795391853892e-02,1.848815167035067902e-02,1.799387866062868158e-02,5.365965952090961076e-03,9.731547612844899942e-03,1.557478918135150360e-02,4.859711246523162193e-04,3.532703665485837502e-02,4.927902358660155024e-03,2.005350035211468651e-02,8.383340018643055391e-02,3656.89
3.000199198209454327e-02,8.959125947859820915e-02,5.331385160422293101e-02,2.580513239715033838e-02,4.931878125018179793e-02,5.528282643708426480e-02,3.046381979813702484e-02,1.351542637055390059e-02,3.210229258325892482e-02,1.280262484532735529e-02,2.972256553202928114e-02,1.411480791628139456e-02,1.578354866237614493e-02,5.867608890310670872e-02,2.453442795391853892e-02,1.848815167035067902e-02,1.799387866062868158e-02,5.365965952090961076e-03,9.731547612844899942e-03,1.557478918135150360e-02,4.859711246523162193e-04,3.532703665485837502e-02,4.927902358660155024e-03,2.005350035211468651e-02,8.383340018643055391e-02,3656.89
